Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Herramientas de gestión de proyectos de desarrollo,¿Conoces el valor de utilizar distintas herramientas para la gestión de proyectos?  ,https://www.coursera.org/learn/herramientas-de-gestion-de-proyectos-de-desarrollo?specialization=especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo,Social Sciences,Governance and Society,"Control de proyecto,Gestión de proyectos,Sostenibilidad,Gestión de Recursos Humanos,Manejo del tiempo,",4.9,41,14,2,"social sciences, governance and society","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]",2.4658e-06,3
Inventory Analytics,"Inventory analytics is the corner stone of supply chain analytics. A company in trade industries may have 30-50% of their assets tied up in inventory. An effective inventory management can improve revenue by increasing product variety and availability, and reduce cost and speed up cash cycle by reducing excessive inventory and waste. ",https://www.coursera.org/learn/inventoryanalytics?specialization=supply-chain-analytics,Business,Business Essentials,"Inventory Control,Data Analysis,Sales And Operations Planning,Supply Chain,",4.5,193,9,2,"business, business essentials","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]",1.16071e-05,3
Probabilistic Graphical Models 3: Learning,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. ",https://www.coursera.org/learn/probabilistic-graphical-models-3-learning?specialization=probabilistic-graphical-models,Data Science,Machine Learning,"Algorithms,Expectation–Maximization (EM) Algorithm,Graphical Model,Markov Random Field,",4.6,297,66,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",1.78618e-05,0
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),"In this course, you will be able develop a systems view for patient safety and quality improvement in healthcare.  By then end of this course, you will be able to: 1) Describe a minimum of four key events in the history of patient safety and quality improvement, 2) define the key characteristics of high reliability organizations, and 3) explain the benefits of having strategies for both proactive and reactive systems thinking.",https://www.coursera.org/learn/patient-safety-systems-view?specialization=patient-safety,Health,Healthcare Management,"Patient Care,Systems Thinking,Quality Improvement,",4.8,1335,5,2,"health, healthcare management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.02878e-05,3
C Programming: Pointers and Memory Management - 4,"In this course, we will examine a key concept, foundational to any programming language: the usage of memory.",https://www.coursera.org/learn/c-programming-pointers-and-memory-management?specialization=c-programming-linux,Computer Science,Software Development,"Computer Programming,C Programming,",4.7,27,7,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.6238e-06,2
Non-Equilibrium Applications of Statistical Thermodynamics,Course 5 of Statistical Thermodynamics explores three different applications of non-equilibrium statistical thermodynamics. ,https://www.coursera.org/learn/stats-thermo-non-equilibrium-applications?specialization=statistical-thermodynamics-engineering,Physical Science and Engineering,Mechanical Engineering,"Gases,Solids,Thermodynamics,Liquids,Mechanical Engineering,",4.4,82,7,2,"physical science and engineering, mechanical engineering","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",4.9315e-06,3
Google Meet and Google Chat en Español,"En este curso, te presentamos Google Meet, el software para videoconferencias de Google que se incluye en Google Workspace. ",https://www.coursera.org/learn/google-meet-and-google-chat-es?specialization=getting-started-with-google-workspace-es,Information Technology,Cloud Computing,"Streams,Retain,Email,Upload,",4.8,12,2,2,"information technology, cloud computing","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",7.217e-07,3
Strategic Innovation: Building and Sustaining Innovative Organizations,Innovation strategy is about creating unique value for consumers by delivering a great product that satisfies their needs.,https://www.coursera.org/learn/strategic-innovation-building-and-sustaining-innovative-organizations?specialization=innovation-creativity-entrepreneurship,Business,Marketing,"Business Model,Innovation,Business Value,Innovation Management,",4.8,1105,14,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",6.64554e-05,3
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,"There are many considerations that play a part in engineering a new product. Regardless of what that product is, there are fundamentals such as form, fit, and function when it comes to digital modeling. In this course, we lay the foundation to create any design and dive deep into topics about the control of the design. From assembly joints and joint limits to complex shapes using forms, rest assured that your design will be rock solid.",https://www.coursera.org/learn/modeling-design-mechanical-engineers?specialization=autodesk-cad-cam-cae-mechanical-engineering,Physical Science and Engineering,Mechanical Engineering,"Autodesk,Computer-Aided Design (CAD),Fusion 360,Mechanical Engineering,Modeling,",4.8,1076,18,2,"physical science and engineering, mechanical engineering","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",6.47113e-05,3
Building and Managing Superior Skills,"In this course, you will engage in developing and strengthening the functional component of your career brand. Acting as “your own Chief Executive Officer” (P. Drucker), you will learn how to use strategic management models and techniques for enhancing your skills portfolio. You will learn how to increase your human capital by developing and documenting high-demand marketable skills. After completing this course, you will be able to: ",https://www.coursera.org/learn/career-brand-development-self-coaching?specialization=career-brand-management,Personal Development,Personal Development,"Self-Assessment,Skills Management,Self-Coaching,Competence (Human Resources),Competitiveness,",4.5,111,15,2,"personal development, personal development","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",6.6756e-06,3
Excel Skills for Business: Essentials,"In this first course of the specialization Excel Skills for Business, you will learn the essentials of Microsoft Excel. Within six weeks, you will be able to expertly navigate the Excel user interface, perform basic calculations with formulas and functions, professionally format spreadsheets, and create visualizations of data through charts and graphs.",https://www.coursera.org/learn/excel-essentials?specialization=excel,Business,Business Essentials,"Graphs,Spreadsheet,Microsoft Excel,Chart,",4.9,46077,26,2,"business, business essentials","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]",0.002771101,3
Java for Android,"This MOOC teaches you how to program core features and classes from the Java programming language that are used in Android, which is the dominant platform for developing and deploying mobile device apps. ",https://www.coursera.org/learn/java-for-android?specialization=android-app-development,Computer Science,Mobile and Web Development,"Logic Programming,Android Studio,Java Programming,Object-Oriented Programming (OOP),",4.5,2998,38,2,"computer science, mobile and web development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001803017,2
IS/IT Governance,Firms make significant investments in IT. In the IS/IT Governance course we will discuss how to govern IT to make sure that the IT investments contribute to organizational goals and strategies.,https://www.coursera.org/learn/is-it-governance?specialization=information-systems,Information Technology,Support and Operations,"Management,IT Skills and Knowledge,Finance and accounting skills and knowledge,",4.7,576,10,2,"information technology, support and operations","[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",3.4641e-05,3
Leading and Developing Top Talent ,"This course offers seasoned and up-and-coming leaders a clear, concise overview of hiring for team culture, the concepts and practices of building a productive environment for remote and hybrid teams, and leading organizational strategies, which begins with developing a strategic plan, creating SMART goals, and determining the most critical key performance indicators or metrics to manage and measure the plan’s success. Studies have shown that leading and developing talent includes creating a culture of diversity, equity, inclusion, and belonging. As a result, this course provides strategies for identifying, attracting, and retaining a diverse team of employees. Finally, the course includes best practices for coaching and mentoring based on a partnership that provides support and challenging opportunities to employees.",https://www.coursera.org/learn/leading-and-developing-top-talent?specialization=advanced-leadership-skills,Business,Leadership and Management,"Attract and retain a diverse team of employees,Increase collaboration by implementing strategies for team performance,Understand the purpose and importance of developing a team culture,Promote effective communication for both individuals and group members,Ensure accountability to diversity and inclusion efforts for a sense of belonging,",4.7,3399,21,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.0002044181,3
Advanced Topics and Future Trends in Database Technologies,"This course consists of four modules covering some of the more in-depth and advanced areas of database technologies, followed by a look at the future of database software and where the industry is heading.",https://www.coursera.org/learn/advanced-topics-future-trends-database-technologies?specialization=databases-for-data-scientists,Information Technology,Data Management,"Database (DBMS),Data Warehousing,NoSQL,Big Data,database administration,",4.8,16,16,2,"information technology, data management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",9.623e-07,3
Introduction to Cloud Computing,"Get started in Cloud Computing with this beginner friendly, self-paced course! You will gain the foundational knowledge required for understanding cloud computing from a business perspective and also as a cloud practitioner.  ",https://www.coursera.org/learn/introduction-to-cloud?specialization=ibm-cloud-application-development-foundations,Information Technology,Cloud Computing,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,",4.7,3538,12,2,"information technology, cloud computing","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0002127776,3
Data Manipulation in RPA,"The Data Manipulation in RPA course will provide knowledge about Variables, Arguments, and Data Manipulation. It will also introduce you to Variables and Arguments, their types, and their application in automation projects. ",https://www.coursera.org/learn/data-manipulation-in-rpa?specialization=roboticprocessautomation,Computer Science,Software Development,"Data Manipulation,Uipath,List,Dictionary,rpa,",4.8,37,9,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",2.2252e-06,2
Natural Language Processing with Attention Models,"In Course 4 of the Natural Language Processing Specialization, you will:",https://www.coursera.org/learn/attention-models-in-nlp?specialization=natural-language-processing,Data Science,Machine Learning,"Reformer Models,Neural Machine Translation,Chatterbot,T5+BERT Models,Attention Models,",4.3,861,35,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",5.17811e-05,0
The Nuts and Bolts of Public Relations,"In this course, you will learn how to create the necessary collateral related to “doing” public relations, including a press release, story pitch, and media contact list. These collateral materials can then be used to tell your company’s story. It’s important that all collateral stay “on message” and communicate a company's mission and core values. Working with journalists and other media professionals can sometimes be challenging, so we’ll talk through some tricks to building these relationships. Lastly, we’ll talk about social media influencers and if working with influencers is the right tactic for your communication goals.",https://www.coursera.org/learn/the-nuts-and-bolts-of-public-relations?specialization=introduction-to-public-relations-and-the-media,Business,Marketing,"Press Release,Public Relations,Branding,Influencers,",4.1,12,4,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",7.217e-07,3
Digital Media and Marketing Strategies,"The proliferation of digital technology gives businesses an unprecedented and diverse new set of tools to reach, engage, monitor, and respond to consumers. The aggregated and voluminous digital data can also be leveraged to better target specific consumer segments. Following “Digital Media and Marketing Principles,” this course aims to give you a deeper understanding of core processes of planning a digital marketing campaign and the role of various digital channels in integrated marketing communication.",https://www.coursera.org/learn/marketing-plan?specialization=digital-marketing,Business,Marketing,"Digital Marketing,Social Media,Content Marketing,search marketing,Brand Communication,",4.6,2944,20,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001770541,3
UiPath Orchestrator and Capstone Projects,"UiPath Orchestrator and Capstone Projects course will provide knowledge about Orchestrator and its capabilities. Further, the learning extends through understanding the Orchestrator user Interface, Contexts of Orchestrator and Assets and Queues in Orchestrator.",https://www.coursera.org/learn/uipath-orchestrator-and-capstone-projects?specialization=roboticprocessautomation,Computer Science,Software Development,"Asset,UiPath Orchestrator,Orchestrator user interface,Queues,",4.9,24,6,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.4434e-06,2
Speaking and Presenting: Tact,To be an effective speaker you don’t need to overwhelm people with your intellect. You don’t need to dazzle them from start to finish. You simply need to give them the sense that what they are receiving was especially prepared with their interests and needs in mind. This course will help you develop the judgment and dexterity needed to craft a perfectly tailored message.,https://www.coursera.org/learn/speaking-and-presenting-tact?specialization=good-with-words-speaking-and-presenting,Personal Development,Personal Development,"empathy,Respect,Verbal Dexterity,Good Judgment,",4.7,21,9,2,"personal development, personal development","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.263e-06,3
"Using JavaScript, JQuery, and JSON in Django","In this final course, we'll look at the JavaScript language and how it supports the Object-Oriented pattern, with a focus on the unique aspects of JavaScript's approach to OO. We'll provide an introduction to the jQuery library, which is widely used for in-browser manipulation of the Document Object Model (DOM) and event handling. You'll also learn about JavaScript Object Notation (JSON), which is commonly used as a syntax to exchange data between code running on the server (i.e., in Django) and code running in the browser (JavaScript/jQuery). You will continue to develop your classified ads application, adding features that make use of JavaScript, JQuery, and JSON.  This course assumes you have completed the first three courses in the specialization.",https://www.coursera.org/learn/django-javascript-jquery-json?specialization=django,Computer Science,Mobile and Web Development,"Document Object Model (DOM),Jquery,Many-to-many data modeling,Json,JavaScript,",4.8,255,19,2,"computer science, mobile and web development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.53359e-05,2
Leadership Through Marketing,"The success of every organization depends on attracting and retaining customers. Although the marketing concepts for doing so are well established, digital technology has empowered customers, while producing massive amounts of data, revolutionizing the processes through which organizations attract and retain customers. In this course, students will learn how to identify new opportunities to create value for empowered consumers, develop strategies that yield an advantage over rivals, and develop the data science skills to lead more effectively, allocate resources, and to confront this very challenging environment with confidence.",https://www.coursera.org/learn/leadership-marketing?specialization=organizational-leadership,Business,Leadership and Management,"Advertising,Data Analysis,Analytics,Marketing,",4.6,437,7,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",2.62815e-05,3
Introduction to Machine Learning in Production,"In the first course of Machine Learning Engineering for Production Specialization, you will identify the various components and design an ML production system end-to-end: project scoping, data needs, modeling strategies, and deployment constraints and requirements; and learn how to establish a model baseline, address concept drift, and prototype the process for developing, deploying, and continuously improving a productionized ML application.",https://www.coursera.org/learn/introduction-to-machine-learning-in-production?specialization=machine-learning-engineering-for-production-mlops,Data Science,Machine Learning,"Human-level Performance (HLP),Concept Drift,Model baseline,Project Scoping and Design,ML Deployment Challenges,",4.8,2377,11,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.0001429543,0
Fundamentals of Macroscopic and Microscopic Thermodynamics,"Course 1 first explores the basics of both macroscopic and microscopic thermodynamics from a postulatory point of view. In this view, the meaning of temperature, thermodynamic pressure and chemical potential are especially clear and easy to understand. In addition , the development of the Fundamental Relation and its various transformations leads to a clear path to property relations and to the concept of ensembles needed to understand the relationship between atomic and molecular structural properties and macroscopic properties.  We then explore the relationship between atomic and molecular structure and macroscopic properties by taking a statistical point of view. Using a postulatory approach, the method for doing this is made clear. This leads to the development of the partition function which describes the distribution of molecular quantum states as a function of the independent, macroscopic thermodynamic properties.",https://www.coursera.org/learn/macroscopic-microscopic-thermodynamics?specialization=statistical-thermodynamics-engineering,Physical Science and Engineering,Mechanical Engineering,"Mechanical Engineering,Chemistry,Fluid Mechanics,Quantum Mechanics,",4.3,234,9,2,"physical science and engineering, mechanical engineering","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",1.40729e-05,3
Hypothesis-Driven Development,"To deliver agile outcomes, you have to do more than implement agile processes- you have to create focus around what matters to your user and constantly test your ideas. This is easier said than done, but most of today’s high-functioning innovators have a strong culture of experimentation.",https://www.coursera.org/learn/uva-darden-agile-testing?specialization=agile-development,Computer Science,Design and Product,"Usability Testing,Continuous Delivery,hypothesis-driven development,Lean Startup,",4.7,933,10,2,"computer science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]",5.61112e-05,2
Investments II: Lessons and Applications for Investors,"In this course, you will start by reviewing the fundamentals of investments, including the trading off of return and risk when forming a portfolio, asset pricing models such as the Capital Asset Pricing Model (CAPM) and the 3-Factor Model, and the efficient market hypothesis.  You will be introduced to the two components of stock returns – dividends and capital gains – and will learn how each are taxed and the incentives provided to investors from a realization-based capital gains tax.  You will examine the investment decisions (and behavioral biases) of participants in defined-contribution (DC) pension plans like 401(k) plans in the U.S. and will learn about the evidence regarding the performance of individual investors in their stock portfolios.  The course concludes by discussing the evidence regarding the performance of actively-managed mutual funds. You will learn about the fees charged to investors by mutual funds and the evidence regarding the relation between fees charged and fund performance.  Segments of the portfolios of mutual funds that may be more likely to outperform and examples of strategies designed to “earn alpha” will also be introduced.",https://www.coursera.org/learn/investments-applications?specialization=financial-management,Business,Finance,"Stock,Financial Markets,Investment Strategy,Investment,",4.8,811,19,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",4.87741e-05,3
Data Visualization,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for pattern-based classification and some interesting applications of pattern discovery. This course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.",https://www.coursera.org/learn/datavisualization?specialization=data-mining,Data Science,Data Analysis,"Data Visualization Software,Tableau Software,Data Virtualization,Data Visualization (DataViz),",4.5,1337,15,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",8.04081e-05,0
UI Automation and Selectors,"The UI Automation and Selectors course provides a deep understanding of the different methods used while interacting with the User Interface of different applications like Excel, Word, CRM, Websites while building automation projects. ",https://www.coursera.org/learn/ui-automation-and-selectors?specialization=roboticprocessautomation,Computer Science,Software Development,"Input Actions Automation,Selectors,Recording in Studio,User Interface Automation,rpa,",4.8,20,8,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.2028e-06,2
Project Management: Life cycle and project planning,"Project Management is a fundamental theme to understand and work in any business environments. One of the main skills that Project Managers need to have deals with the ability to manage the project during its entire life-cycle and to plan the work needed to achieve the final result. During the course, the various phases of a typical project are presented. Then, various practical tools are presented aiming to help professionals in actually manage their projects through useful instruments. Among the others, the Scope Statement helps managers in identifying and clearly define what is and what is not part of the project, the Work Breakdown Structure (WBS) helps in identifying the activities, the Organizational Breakdown Structure (OBS) in managing the team, the Responsibility Assignment Matrix (RAM) to match activities and people, while the Gantt Chart provides a time-based view on the project.",https://www.coursera.org/learn/life-cycle-and-project-planning?specialization=project-management-tools-approaches-skills,Business,Leadership and Management,"Project Planning,Schedule (Project Management),Project Management Triangle,Scope (Project Management),Project Management,",4.9,35,5,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",2.1049e-06,3
Deep Learning Methods for Healthcare,"This course covers deep learning (DL) methods, healthcare data and applications using DL methods. The courses include activities such as video lectures, self guided programming labs, homework assignments (both written and programming), and a large project.",https://www.coursera.org/learn/deep-learning-methods-healthcare?specialization=deep-learning-healthcare,Data Science,Machine Learning,"Graphs,Unsupervised Learning,Autoencoder,Deep Learning,",4.7,3399,22,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.0002044181,0
Marketing in a Digital World,"This course examines how new digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 500,000 learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).",https://www.coursera.org/learn/marketing-digital?specialization=digital-marketing,Business,Marketing,"Digital Marketing,Marketing,Pricing Strategies,Marketing Mix,Product Strategies,",4.7,16749,28,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0010072958,3
Introduction to Financial Accounting,"Master the technical skills needed to analyze financial statements and disclosures for use in financial analysis, and learn how accounting standards and managerial incentives affect the financial reporting process. By the end of this course, you’ll be able to read the three most common financial statements: the income statement, balance sheet, and statement of cash flows. Then you can apply these skills to a real-world business challenge as part of the Wharton Business Foundations Specialization.",https://www.coursera.org/learn/wharton-accounting?specialization=wharton-business-foundations,Business,Business Essentials,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",4.7,7744,13,2,"business, business essentials","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]",0.0004657292,3
AI for Medical Diagnosis,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. As an AI practitioner, you have the opportunity to join in this transformation of modern medicine. If you're already familiar with some of the math and coding behind AI algorithms, and are eager to develop your skills further to tackle challenges in the healthcare industry, then this specialization is for you. No prior medical expertise is required! ",https://www.coursera.org/learn/ai-for-medical-diagnosis?specialization=ai-for-medicine,Data Science,Machine Learning,"Deep Learning,Image Segmentation,Machine Learning,model evaluation,Multi-class classification,",4.7,1825,20,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.0001097567,0
Uncommon Sense Teaching: Teaching Online,"In Uncommon Sense Teaching: TEACHING ONLINE we’d like to help you to move toward fresh approaches to online teaching that build on the latest insights from scientific research. We’ll use insights from movie-making—not to mention from odd visual tricks in Barb’s kitchen—to see how students learn, both independently and together. We all know, for example, that social learning is valuable in helping students grapple with tough concepts as well as in making learning more fun. But if you understand what is happening in the brain during social learning, you can also understand why certain approaches commonly used in online learning, such as discussion forums, can sometimes pose a challenge.  As you will see, we can use insights from neuroscience not only to motivate our students, but to help them change their very identity.  ",https://www.coursera.org/learn/teaching-online?specialization=uncommon-sense-teaching-certificate,Social Sciences,Education,"teaching online,Online Education,online teacher,web-based training,Learning,",5.0,20,14,2,"social sciences, education","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]",1.2028e-06,3
"Programming Foundations with JavaScript, HTML and CSS","Learn foundational programming concepts (e.g., functions, for loops, conditional statements) and how to solve problems like a programmer. In addition, learn basic web development as you build web pages using HTML, CSS, JavaScript. By the end of the course, will create a web page where others can upload their images and apply image filters that you create.",https://www.coursera.org/learn/duke-programming-web?specialization=java-programming,Computer Science,Mobile and Web Development,"HTML,JavaScript,Cascading Style Sheets (CSS),Html5,",4.6,14270,33,2,"computer science, mobile and web development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0008582072,2
